stuId,library,hospital,market,water,canteen,washer,other,academic_office,printing,bus,shower,06_00exitDiv,06_00enterDiv,09_00exitDiv,09_00enterDiv,12_50exitDiv,12_50enterDiv,11_20exitDiv,11_20enterDiv,16_50exitDiv,16_50enterDiv,19_00exitDiv,19_00enterDiv,22_00exitDiv,22_00enterDiv
0.0,0.0485313314159,0.0,0.335467411969,0.161613125125,0.295334275794,0.0,0.0,0.0,0.000243739945727,0.153772823538,0.0050372922117,0.051724137931,0.0344827586207,0.051724137931,0.0172413793103,0.620689655172,0.413793103448,0.051724137931,0.0689655172414,0.379310344828,0.5,0.448275862069,0.534482758621,0.0,0.0344827586207
1.0,0.0955518596595,0.0,0.178886075771,0.092794062084,0.532420894289,0.00726702613375,0.0,0.0103461547968,0.0340399086149,0.0411021303192,0.00759188833215,0.0721649484536,0.0,0.185567010309,0.0515463917526,0.340206185567,0.329896907216,0.309278350515,0.268041237113,0.494845360825,0.432989690722,0.288659793814,0.412371134021,0.020618556701,0.0103092783505
10.0,0.0589781396243,0.0,0.0898348184713,0.291290752256,0.314740973424,0.0222920272667,0.0,0.000555591170374,0.0,0.17650704105,0.0458006567373,0.178571428571,0.0178571428571,0.0892857142857,0.0714285714286,0.285714285714,0.125,0.267857142857,0.321428571429,0.196428571429,0.357142857143,0.196428571429,0.25,0.0,0.0535714285714
19.0,0.0441891891892,0.0,0.424297297297,0.166439189189,0.338385135135,0.0,0.0,0.0,0.0119594594595,0.00466216216216,0.0100675675676,0.0606060606061,0.0606060606061,0.030303030303,0.0606060606061,0.272727272727,0.161616161616,0.0808080808081,0.141414141414,0.212121212121,0.242424242424,0.626262626263,0.59595959596,0.0505050505051,0.0909090909091
20.0,0.00879836065839,0.0,0.227948704263,0.236575626277,0.44336297928,0.00237749819262,0.0,0.0132460613589,0.0,0.0576308796582,0.0100598903116,0.0,0.0,0.111111111111,0.0,0.333333333333,0.111111111111,0.0,0.111111111111,0.111111111111,0.111111111111,0.0,0.0,0.222222222222,0.333333333333
22.0,0.0597969434725,0.0,0.0943217583514,0.158046830618,0.645211981645,0.00198694931484,0.0,0.000448723874174,0.000134617162252,0.0263661173987,0.0136860781623,0.345454545455,0.136363636364,0.2,0.218181818182,0.218181818182,0.227272727273,0.409090909091,0.490909090909,0.554545454545,0.490909090909,0.118181818182,0.209090909091,0.00909090909091,0.0909090909091
23.0,0.0122691290803,0.0,0.0632072226054,0.20191514664,0.593666395939,0.00100383783385,0.0,0.00865594125899,0.00805112503672,0.0909973498053,0.0202338517996,0.313253012048,0.144578313253,0.457831325301,0.289156626506,0.385542168675,0.301204819277,0.361445783133,0.771084337349,0.66265060241,0.506024096386,0.361445783133,0.385542168675,0.0361445783133,0.289156626506
28.0,0.0888428900501,0.0,0.310583752742,0.129208397638,0.389560807768,0.00250042360656,0.0,0.00176006618948,0.000549543649794,0.0576074395998,0.0193866787566,0.0823529411765,0.0117647058824,0.258823529412,0.0823529411765,0.164705882353,0.2,0.129411764706,0.282352941176,0.317647058824,0.341176470588,0.211764705882,0.258823529412,0.0588235294118,0.0352941176471
29.0,0.0925856061783,0.0,0.152792880762,0.0998490934511,0.546479217061,0.00559241916513,0.00133152837265,0.00812232307317,0.00321786023391,0.0755819888595,0.0144470828433,0.0,0.0,0.24,0.12,0.28,0.12,0.32,0.12,0.4,0.28,0.08,0.04,0.08,0.0
36.0,0.00381305347184,0.0,0.115339522121,0.21909288527,0.603157350819,0.00538460167846,0.0,0.00197868966377,0.00114926144361,0.0334132173975,0.0166714181352,0.0377358490566,0.0283018867925,0.0849056603774,0.0566037735849,0.358490566038,0.245283018868,0.283018867925,0.405660377358,0.5,0.575471698113,0.179245283019,0.150943396226,0.0188679245283,0.00943396226415
37.0,0.03972881726,0.0,0.198950940885,0.214771655193,0.4288418231,0.0051294874717,0.0,0.00297265379795,0.00134986512413,0.0916285495736,0.0166262075945,0.0687022900763,0.0381679389313,0.12213740458,0.0534351145038,0.18320610687,0.167938931298,0.374045801527,0.374045801527,0.687022900763,0.618320610687,0.18320610687,0.30534351145,0.0610687022901,0.0839694656489
57.0,0.0235037557548,0.0,0.348194814635,0.194814635328,0.305306518052,0.00872304337291,0.0,0.0,0.0145384056215,0.103464986673,0.00145384056215,0.0,0.166666666667,0.5,0.0,0.5,0.666666666667,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0
64.0,0.0158089398518,0.0,0.0656905637322,0.201538344044,0.646363071015,0.0123329369279,0.0,0.00254863240124,0.000435318633601,0.0352924490219,0.019989744373,0.215189873418,0.20253164557,0.0632911392405,0.0506329113924,0.151898734177,0.101265822785,0.0886075949367,0.126582278481,0.164556962025,0.177215189873,0.177215189873,0.151898734177,0.0759493670886,0.139240506329
65.0,0.0074855153926,0.0,0.107867087513,0.152242411795,0.563843069007,0.00828541162228,0.0,0.0,0.000162141127637,0.144008344863,0.0161060186787,0.123595505618,0.0337078651685,0.0674157303371,0.0674157303371,0.202247191011,0.213483146067,0.247191011236,0.202247191011,0.438202247191,0.38202247191,0.303370786517,0.426966292135,0.0449438202247,0.0449438202247
66.0,0.0209784214199,0.0,0.190802704078,0.263928727631,0.446941307087,0.00042977004047,0.000813958409981,0.0,0.000146512513797,0.0188729823328,0.0570856164867,0.0377358490566,0.0660377358491,0.0660377358491,0.0660377358491,0.339622641509,0.320754716981,0.283018867925,0.27358490566,0.38679245283,0.424528301887,0.22641509434,0.254716981132,0.169811320755,0.11320754717
67.0,0.0292830299619,0.0,0.379954083281,0.144689888071,0.121600006189,0.0,0.0,0.00328805488344,0.0155118824501,0.250395050123,0.0552780050404,0.0825688073394,0.0550458715596,0.128440366972,0.045871559633,0.321100917431,0.238532110092,0.110091743119,0.128440366972,0.422018348624,0.302752293578,0.266055045872,0.385321100917,0.0550458715596,0.155963302752
70.0,0.0440065992569,0.0,0.241279553395,0.14504616707,0.45421072333,0.00848475885909,0.0,0.00638898645027,0.00294609682607,0.0835420633307,0.0140950514816,0.0588235294118,0.0392156862745,0.156862745098,0.0588235294118,0.411764705882,0.450980392157,0.235294117647,0.21568627451,0.254901960784,0.313725490196,0.294117647059,0.294117647059,0.137254901961,0.176470588235
71.0,0.0604294915571,0.0,0.197059098078,0.0631611010941,0.568685732253,0.0256456866608,0.0,0.0,0.000110541752848,0.0564622708715,0.028446077733,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0436806952127,0.0,0.257869367352,0.137983922439,0.458514834468,0.00398709503671,0.000624009931611,3.83163993094e-05,0.000284636109156,0.0935905421989,0.00342658085253,0.141176470588,0.152941176471,0.211764705882,0.0470588235294,0.376470588235,0.352941176471,0.188235294118,0.211764705882,0.2,0.235294117647,0.317647058824,0.388235294118,0.0117647058824,0.0352941176471
75.0,0.0219742856253,0.0,0.203575639598,0.217979695457,0.30563866397,0.0,0.00598212264361,0.0,0.00035347376341,0.203610986974,0.0408851319677,0.338235294118,0.102941176471,0.382352941176,0.235294117647,0.529411764706,0.338235294118,0.294117647059,0.235294117647,0.235294117647,0.176470588235,0.382352941176,0.441176470588,0.0294117647059,0.161764705882
76.0,0.0362827022363,0.0,0.754288066019,0.048187660581,0.143228345157,0.0043795492908,7.76515831702e-05,0.0,0.000456203051125,0.00936283964074,0.00373698244007,0.0344827586207,0.0431034482759,0.0431034482759,0.0775862068966,0.344827586207,0.387931034483,0.129310344828,0.103448275862,0.422413793103,0.431034482759,0.387931034483,0.327586206897,0.0172413793103,0.00862068965517
