6,8.8,0.0,6514.4,7959.24,14394.0,19.44,48.0,0.0,54.0,854.0,66.8
7,911.6,0.0,12428.0,10294.64,22839.52,520.56,0.0,136.8,82.4,5683.12,250.0
12,1255.2,0.0,27221.52,6364.48,16706.44,960.0,0.0,52.8,17.6,2605.56,2224.4
13,0.0,0.0,3498.0,20.4,1094.4,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,646.8,78.24,222.0,0.0,0.0,0.0,0.0,139.2,4.8
24,1166.4,0.0,6785.2,10016.2,17390.6,191.28,0.0,20.0,1.2,1079.2,177.08
25,0.0,0.0,0.0,141.6,355.2,0.0,0.0,0.0,1.2,0.0,8.4
26,0.0,0.0,93.6,699.72,496.8,0.0,0.0,0.0,0.0,0.0,0.0
27,1000.0,0.0,8873.6,4321.88,6809.44,436.08,0.0,0.0,16.0,1281.2,535.6
30,2995.6,0.0,1844.8,2727.24,10371.2,43.2,1200.0,44.0,63.6,1940.0,50.4
31,765.2,0.0,6934.4,4927.12,22251.48,2100.96,0.0,72.8,627.6,2455.16,2256.4
40,888.0,0.0,6928.28,5296.6,18077.64,345.6,0.0,440.0,34.8,4908.8,932.44
41,660.8,0.0,7460.24,3745.84,8803.0,0.0,0.0,60.8,205.6,3134.0,1393.6
42,310.4,0.0,66.0,28294.36,4032.52,234.0,0.0,240.0,271.52,19444.4,1385.6
43,0.0,0.0,0.0,97.2,771.6,0.0,0.0,0.0,0.0,0.0,4.8
44,2259.2,0.0,4054.0,8997.64,29591.36,500.16,0.0,648.0,291.4,1591.2,875.2
45,2075.6,0.0,21506.8,13405.2,23185.24,279.2,0.0,698.8,325.2,2254.76,149.6
50,1182.8,0.0,6631.8,3234.44,20882.12,774.24,0.0,0.0,13.6,1095.8,1301.6
51,1318.4,0.0,6500.0,5684.08,25565.0,493.2,0.0,44.0,445.0,2714.68,283.6
52,1200.0,0.0,5404.8,3123.36,19015.64,244.8,0.0,460.0,2115.2,1377.16,1302.8
53,1842.32,0.0,8837.6,4512.28,46915.04,0.0,0.0,0.0,130.0,184.0,398.76
54,1351.2,0.0,10139.6,4087.64,22310.72,510.72,0.0,112.16,24.0,11613.2,805.2
55,1444.16,0.0,4426.24,7994.36,30632.12,524.4,0.0,465.6,982.0,1164.4,1375.2
58,1941.6,0.0,9476.0,5145.08,26360.48,1014.0,0.0,1026.4,2641.2,2774.8,3862.4
59,1077.2,0.0,9524.8,5263.56,17393.04,398.64,0.0,396.0,287.6,792.8,1200.8
68,14362.4,0.0,8691.6,8349.2,28433.48,738.96,0.12,0.0,0.0,1294.4,3235.36
69,0.0,0.0,62.4,0.0,132.0,0.0,0.0,0.0,0.0,0.0,10.8
78,1912.4,0.0,5419.6,8115.04,22841.6,327.12,303.68,134.4,1995.6,746.0,1388.64
79,1530.0,0.0,2591.6,2046.72,9814.88,379.44,0.0,102.4,138.4,723.6,1183.6
80,1383.2,0.0,391.2,19594.04,4974.0,0.0,0.0,0.0,1661.6,14220.6,1314.28
81,1646.0,0.0,22592.56,8025.4,11472.4,714.0,0.0,43.2,188.0,4393.12,1582.4
84,572.0,0.0,2332.0,3994.12,11553.52,112.8,12.0,67.44,0.0,614.92,1058.8
85,3018.8,0.0,7037.2,5397.28,21536.0,1091.52,0.0,0.0,92.0,666.0,2550.0
86,1890.0,0.0,5835.2,9471.08,21382.2,870.96,1.4,120.0,0.0,8081.96,2291.48
87,0.0,0.0,982.8,0.6,472.8,57.6,0.0,0.0,0.0,0.0,0.0
94,283.2,0.0,3794.8,8063.92,24788.88,374.64,0.0,0.0,94.8,3113.2,1216.0
95,2787.6,0.0,5014.8,5050.52,20037.92,0.0,0.0,246.4,137.6,2558.8,140.0
106,0.0,0.0,1095.6,5834.28,1146.36,94.32,0.0,0.0,0.0,24.0,62.4
107,0.0,0.0,120.0,60.12,519.6,0.0,0.0,0.0,0.0,0.0,12.0
122,764.8,0.0,8221.2,11382.72,22356.56,86.4,63.6,324.0,18.0,1226.4,1013.2
123,1796.4,0.0,2458.0,7011.64,33595.44,28.8,0.0,40.0,91.0,1098.4,890.0
124,4646.0,0.0,9155.2,5927.16,11288.96,793.92,0.0,0.0,121.6,207.16,1280.0
125,1763.6,0.0,7247.6,2963.0,11398.2,326.16,0.0,30.0,29.8,705.6,1074.4
126,2091.88,0.0,1830.0,13793.92,15018.6,277.44,0.0,32.0,322.4,20081.04,2598.76
127,4219.2,0.0,10512.8,5480.44,21485.56,43.2,0.0,116.8,33.6,2941.6,1470.4
128,448.8,0.0,11383.4,9441.6,23266.8,0.0,12.0,0.0,706.8,2305.6,2013.44
129,5902.8,1404.0,14877.2,37708.4,12668.32,1584.96,0.0,232.0,481.0,23636.64,4577.52
130,3244.8,0.0,9170.8,18048.84,16764.52,654.96,0.0,20.0,2.8,1169.2,856.8
131,2115.6,0.0,8056.64,8069.96,29928.28,881.28,0.0,792.0,256.4,5985.6,2338.6
132,279.6,0.0,6629.44,7788.68,19786.24,104.4,0.0,0.0,20.4,956.0,1.6
133,336.76,36.0,726.8,8918.68,2537.6,0.0,0.0,0.0,20.8,3636.04,962.0
134,1129.6,0.0,11586.96,19727.08,42801.64,1624.8,0.6,934.0,0.0,7427.6,1844.0
135,2262.4,0.0,803.2,2801.44,20073.8,15.84,0.0,417.44,378.8,2917.2,2537.2
144,493.2,0.0,366.0,39.84,590.4,0.0,0.0,0.0,0.0,0.0,13.2
145,3131.6,690.0,1306.4,7180.04,2767.68,0.0,0.0,51.6,40.8,5644.84,1008.8
150,3190.8,0.0,4296.4,9964.44,28014.76,968.88,111.44,24.4,55.2,1055.72,734.4
151,1656.8,0.0,3386.6,5135.84,22911.8,620.16,0.0,41.6,247.6,1441.6,2626.8
