32249,POS消费,地点134,食堂,2014/09/01 07:34:53,0.9,447.31
32249,POS消费,地点247,食堂,2014/09/01 11:34:55,15.0,432.31
32249,POS消费,地点1305,开水,2014/09/01 12:15:12,0.06,432.25
32249,POS消费,地点154,食堂,2014/09/01 17:37:48,5.0,427.25
32249,POS消费,地点26,图书馆,2014/09/01 18:01:27,10.0,417.25
32249,POS消费,地点1305,开水,2014/09/02 06:18:09,0.15,412.1
32249,POS消费,地点21,开水,2014/09/02 07:14:20,1.4,410.7
32249,POS消费,地点91,校车,2014/09/02 07:14:46,0.8,409.9
32249,POS消费,地点91,校车,2014/09/02 11:35:59,4.5,405.4
32249,POS消费,地点21,开水,2014/09/02 12:08:21,7.4,398.0
32249,POS消费,地点12,文印中心,2014/09/02 17:36:50,5.0,393.0
32249,POS消费,地点232,食堂,2014/09/02 17:43:13,0.6,392.4
32249,POS消费,地点91,校车,2014/09/03 07:43:32,3.6,388.8
32249,POS消费,地点21,开水,2014/09/03 12:09:52,4.6,384.2
32249,POS消费,地点21,开水,2014/09/03 18:06:25,8.6,375.6
32249,POS消费,地点1561,开水,2014/09/03 22:06:06,0.08,375.52
32249,POS消费,地点21,开水,2014/09/04 07:58:50,2.2,373.32
32249,POS消费,地点21,开水,2014/09/04 11:58:43,9.6,363.72
32249,POS消费,地点21,开水,2014/09/04 12:09:55,3.0,360.72
32249,POS消费,地点188,超市,2014/09/04 13:58:32,3.4,357.32
32249,POS消费,地点21,开水,2014/09/04 17:59:53,10.6,346.72
32249,卡挂失,,,2014/09/04 22:35:08,0.0,0.0
32249,POS消费,地点1561,开水,2014/09/05 13:59:02,0.15,346.57
32249,POS消费,地点1305,开水,2014/09/05 20:38:16,0.01,346.56
32249,卡解挂,,,2014/09/05 21:37:27,0.0,0.0
32249,卡解挂,,,2014/09/05 21:37:37,0.0,0.0
32249,,,,2014/09/05 21:44:11,5.0,341.56
32249,,,,2014/09/05 21:44:48,25.0,316.56
32249,POS消费,地点1875,淋浴,2014/09/05 23:10:25,0.6,315.96
32249,POS消费,地点91,校车,2014/09/06 07:27:35,2.0,313.96
32249,POS消费,地点21,开水,2014/09/06 07:28:25,0.5,313.46
32249,POS消费,地点248,超市,2014/09/06 07:30:27,0.7,312.76
32249,POS消费,地点21,开水,2014/09/06 11:40:44,5.6,307.16
32249,POS消费,地点21,开水,2014/09/06 11:50:58,1.0,306.16
32249,POS消费,地点525,食堂,2014/09/06 17:45:31,5.6,300.56
32249,POS消费,地点841,食堂,2014/09/06 18:08:34,1.0,299.56
32249,POS消费,地点192,超市,2014/09/06 20:53:25,9.3,290.26
32249,POS消费,地点91,校车,2014/09/07 07:14:07,1.3,288.96
32249,POS消费,地点91,校车,2014/09/07 07:15:53,3.5,285.46
32249,POS消费,地点21,开水,2014/09/07 07:29:13,1.0,284.46
32249,POS消费,地点244,食堂,2014/09/07 11:31:01,4.2,280.26
32249,POS消费,地点244,食堂,2014/09/07 11:31:18,4.6,275.66
32249,POS消费,地点70,食堂,2014/09/08 11:39:08,6.0,269.66
32249,POS消费,地点257,食堂,2014/09/08 11:43:33,3.0,266.66
32249,POS消费,地点525,食堂,2014/09/08 11:46:33,6.6,260.06
32249,POS消费,地点525,食堂,2014/09/08 17:44:41,4.6,255.46
32249,POS消费,地点257,食堂,2014/09/08 18:03:59,3.0,252.46
32249,POS消费,地点821,食堂,2014/09/09 07:46:24,2.63,249.83
32249,POS消费,地点154,食堂,2014/09/09 12:00:45,5.0,244.83
32249,POS消费,地点841,食堂,2014/09/09 12:05:10,2.2,242.63
32249,POS消费,地点192,超市,2014/09/09 13:59:24,7.2,235.43
32249,POS消费,地点820,食堂,2014/09/09 18:02:01,5.4,230.03
32249,POS消费,地点841,食堂,2014/09/09 18:08:20,2.2,227.83
32249,POS消费,地点26,图书馆,2014/09/09 21:06:15,27.9,199.93
32249,POS消费,地点310,食堂,2014/09/10 07:52:24,1.83,198.1
32249,POS消费,地点257,食堂,2014/09/10 07:54:04,2.5,195.6
32249,POS消费,地点21,开水,2014/09/10 12:19:56,2.2,193.4
32249,POS消费,地点192,超市,2014/09/10 14:07:38,6.11,187.29
32249,POS消费,地点70,食堂,2014/09/10 17:58:23,6.0,181.29
32249,POS消费,地点821,食堂,2014/09/10 18:01:43,9.6,171.69
32249,POS消费,地点192,超市,2014/09/10 19:53:58,13.4,158.29
32249,POS消费,地点192,超市,2014/09/10 21:08:10,4.0,154.29
32249,POS消费,地点192,超市,2014/09/10 21:08:19,10.8,143.49
32249,POS消费,地点21,开水,2014/09/10 21:20:18,3.0,140.49
32249,POS消费,地点1561,开水,2014/09/10 22:40:10,0.16,140.33
32249,POS消费,地点279,食堂,2014/09/11 07:28:48,5.5,134.83
32249,POS消费,地点279,食堂,2014/09/11 11:45:31,5.6,129.23
32249,POS消费,地点26,图书馆,2014/09/11 14:06:11,4.5,124.73
32249,POS消费,地点820,食堂,2014/09/11 17:53:55,5.6,119.13
32249,POS消费,地点244,食堂,2014/09/11 17:57:42,5.2,113.93
32249,POS消费,地点244,食堂,2014/09/12 07:29:11,2.6,111.33
32249,POS消费,地点841,食堂,2014/09/12 11:20:26,5.1,106.23
32249,POS消费,地点525,食堂,2014/09/12 11:35:32,5.6,100.63
32249,POS消费,地点257,食堂,2014/09/12 17:38:21,3.0,97.63
32249,POS消费,地点118,食堂,2014/09/13 07:25:04,7.5,90.13
32249,POS消费,地点1561,开水,2014/09/13 11:59:06,0.09,90.04
32249,POS消费,地点1917,淋浴,2014/09/13 22:39:04,0.6,89.44
32249,POS消费,地点146,校车,2014/09/14 11:02:40,1.0,88.44
32249,POS消费,地点1442,校车,2014/09/14 15:53:30,1.0,87.44
32249,POS消费,地点1442,校车,2014/09/14 15:53:44,1.0,86.44
32249,POS消费,地点192,超市,2014/09/14 21:21:09,30.0,56.44
32249,POS消费,地点192,超市,2014/09/14 21:21:12,6.4,50.04
32249,POS消费,地点118,食堂,2014/09/14 21:52:21,19.0,31.04
32249,POS消费,地点1561,开水,2014/09/14 22:47:53,0.15,30.09
32249,POS消费,地点1874,淋浴,2014/09/14 22:48:35,0.8,30.24
32249,POS消费,地点1674,食堂,2014/09/15 12:15:35,5.8,24.29
32249,POS消费,地点61,食堂,2014/09/15 12:57:11,0.4,23.89
32249,卡充值,,,2014/09/15 16:41:49,500.0,523.89
32249,POS消费,地点60,食堂,2014/09/15 17:57:24,4.6,519.29
32249,POS消费,地点60,食堂,2014/09/15 17:57:46,4.2,515.09
32249,POS消费,地点21,开水,2014/09/16 06:49:48,1.3,513.79
32249,POS消费,地点87,食堂,2014/09/16 12:06:25,4.4,509.39
32249,POS消费,地点87,食堂,2014/09/16 12:06:38,4.0,505.39
32249,POS消费,地点87,食堂,2014/09/16 12:07:01,9.6,495.79
32249,POS消费,地点232,食堂,2014/09/16 17:59:58,5.6,490.19
32249,POS消费,地点21,开水,2014/09/17 06:49:08,2.7,487.49
32249,POS消费,地点232,食堂,2014/09/17 07:57:21,1.63,485.86
32249,POS消费,地点232,食堂,2014/09/17 12:02:24,10.6,475.26
32249,POS消费,地点232,食堂,2014/09/17 12:02:51,5.6,469.66
32249,POS消费,地点1700,食堂,2014/09/17 17:52:24,5.6,464.06
32249,POS消费,地点1700,食堂,2014/09/17 17:52:42,5.4,458.66
32249,POS消费,地点1874,淋浴,2014/09/17 22:17:03,0.6,458.06
32249,POS消费,地点21,开水,2014/09/18 06:54:49,2.3,455.76
32249,POS消费,地点268,食堂,2014/09/18 12:03:43,4.6,451.16
32249,POS消费,地点26,图书馆,2014/09/18 16:34:59,45.6,405.56
32249,POS消费,地点836,开水,2014/09/18 19:03:43,0.01,405.55
32249,POS消费,地点1874,淋浴,2014/09/18 23:05:16,0.6,404.95
32249,卡挂失,,,2014/09/19 09:34:13,0.0,0.0
32249,POS消费,地点1875,淋浴,2014/09/20 23:37:22,0.5,404.45
32249,卡补办,,,2014/09/24 14:39:56,15.0,404.45
32249,更新卡信息,,,2014/09/24 14:42:33,0.0,0.0
32249,卡解挂,,,2014/09/24 14:45:33,0.0,0.0
32249,POS消费,地点1561,开水,2014/09/24 15:13:43,0.01,404.44
32249,POS消费,地点82,食堂,2014/09/24 18:16:27,4.1,400.34
32249,POS消费,地点82,食堂,2014/09/24 18:16:48,4.1,396.24
32249,POS消费,地点118,食堂,2014/09/24 20:58:44,7.2,389.04
32249,POS消费,地点1875,淋浴,2014/09/24 21:34:01,0.8,388.24
32249,POS消费,地点21,开水,2014/09/25 06:50:27,2.6,385.64
32249,POS消费,地点91,校车,2014/09/25 06:53:31,1.2,384.44
32249,POS消费,地点21,开水,2014/09/25 11:58:04,2.6,381.84
32249,POS消费,地点91,校车,2014/09/25 17:38:24,5.6,376.24
32249,POS消费,地点83,食堂,2014/09/25 21:04:11,7.2,369.04
32249,POS消费,地点192,超市,2014/09/25 22:22:03,3.9,365.14
32249,POS消费,地点21,开水,2014/09/26 10:02:21,10.7,354.44
32249,POS消费,地点188,超市,2014/09/26 22:03:55,13.8,340.64
32249,POS消费,地点1874,淋浴,2014/09/26 22:54:08,0.8,339.84
32249,POS消费,地点87,食堂,2014/09/27 08:58:12,2.3,337.54
32249,POS消费,地点65,食堂,2014/09/27 08:58:56,0.4,337.14
32249,POS消费,地点211,校车,2014/09/27 11:48:30,1.0,336.14
32249,POS消费,地点161,食堂,2014/09/27 12:08:03,4.6,331.54
32249,POS消费,地点314,食堂,2014/09/27 12:09:36,3.0,328.54
32249,POS消费,地点114,食堂,2014/09/27 17:58:22,2.0,326.54
32249,POS消费,地点61,食堂,2014/09/27 18:15:43,4.6,321.94
32249,POS消费,地点61,食堂,2014/09/27 18:15:56,4.4,317.54
32249,POS消费,地点832,开水,2014/09/27 19:26:59,0.01,317.53
32249,POS消费,地点26,图书馆,2014/09/27 21:36:21,7.3,310.23
32249,POS消费,地点26,图书馆,2014/09/27 21:36:38,44.5,265.73
32249,POS消费,地点21,开水,2014/09/28 06:55:47,5.6,260.13
32249,POS消费,地点21,开水,2014/09/28 06:55:54,1.0,259.13
32249,POS消费,地点21,开水,2014/09/28 06:56:10,2.8,256.33
32249,POS消费,地点1875,淋浴,2014/09/28 16:11:02,0.5,255.83
32249,POS消费,地点69,食堂,2014/09/28 17:50:25,3.4,252.43
32249,POS消费,地点69,食堂,2014/09/28 17:50:36,4.6,247.83
32249,POS消费,地点114,食堂,2014/09/28 18:33:47,2.5,245.33
32249,POS消费,地点192,超市,2014/09/28 19:55:10,11.9,233.43
32249,POS消费,地点676,开水,2014/09/28 20:09:18,0.01,233.42
32249,POS消费,地点1561,开水,2014/09/28 22:41:16,0.09,233.33
32249,POS消费,地点21,开水,2014/09/29 06:52:07,1.8,231.53
32249,POS消费,地点314,食堂,2014/09/29 12:46:16,11.8,219.73
32249,POS消费,地点69,食堂,2014/09/29 17:44:38,5.4,214.33
32249,POS消费,地点69,食堂,2014/09/29 17:44:50,0.2,214.13
32249,POS消费,地点69,食堂,2014/09/29 17:45:04,3.4,210.73
32249,POS消费,地点192,超市,2014/09/29 20:34:55,8.2,202.53
32249,POS消费,地点1875,淋浴,2014/09/29 21:02:23,0.8,201.73
32249,POS消费,地点1561,开水,2014/09/29 22:00:12,0.15,201.58
32249,POS消费,地点188,超市,2014/09/30 21:28:33,13.0,188.58
32249,POS消费,地点1875,淋浴,2014/09/30 23:00:39,1.0,187.58
32249,POS消费,地点21,开水,2014/10/07 12:41:46,23.2,164.38
32249,POS消费,地点1561,开水,2014/10/07 13:03:50,0.07,164.31
32249,POS消费,地点21,开水,2014/10/07 18:06:10,4.4,159.91
